Data Table for Daily Case Trends - Arizona,,,,
Date generated: Mon Nov 29 2021 16:20:12 GMT-0700 (Mountain Standard Time),,,,
State,Date,New Cases,7-Day Moving Avg,Total Doses Administered
Arizona,Mar 31 2020,132,137,N/A
Arizona,Mar 30 2020,238,129,N/A
Arizona,Mar 29 2020,146,109,N/A
Arizona,Mar 28 2020,108,95,N/A
Arizona,Mar 27 2020,157,86,N/A
Arizona,Mar 26 2020,107,66,N/A
Arizona,Mar 25 2020,75,53,N/A
Arizona,Mar 24 2020,73,44,N/A
Arizona,Mar 23 2020,101,33,N/A
Arizona,Mar 22 2020,48,19,N/A
Arizona,Mar 21 2020,41,13,N/A
Arizona,Mar 20 2020,19,7,N/A
Arizona,Mar 19 2020,17,5,N/A
Arizona,Mar 18 2020,9,2,N/A
Arizona,Mar 17 2020,0,1,N/A
Arizona,Mar 16 2020,5,1,N/A
Arizona,Mar 15 2020,1,1,N/A
Arizona,Mar 14 2020,2,1,N/A
Arizona,Mar 13 2020,1,1,N/A
Arizona,Mar 12 2020,0,0,N/A
Arizona,Mar 11 2020,1,1,N/A
Arizona,Mar 10 2020,2,0,N/A
Arizona,Mar  9 2020,1,0,N/A
Arizona,Mar  8 2020,0,0,N/A
Arizona,Mar  7 2020,2,0,N/A
Arizona,Mar  6 2020,0,0,N/A
Arizona,Mar  5 2020,1,0,N/A
Arizona,Mar  4 2020,0,0,N/A
Arizona,Mar  3 2020,1,0,N/A
Arizona,Mar  2 2020,0,0,N/A
Arizona,Mar  1 2020,0,0,N/A
Arizona,Feb 29 2020,0,0,N/A
Arizona,Feb 28 2020,0,0,N/A
Arizona,Feb 27 2020,0,0,N/A
Arizona,Feb 26 2020,0,0,N/A
Arizona,Feb 25 2020,0,0,N/A
Arizona,Feb 24 2020,0,0,N/A
Arizona,Feb 23 2020,0,0,N/A
Arizona,Feb 22 2020,0,0,N/A
Arizona,Feb 21 2020,0,0,N/A
Arizona,Feb 20 2020,0,0,N/A
Arizona,Feb 19 2020,0,0,N/A
Arizona,Feb 18 2020,0,0,N/A
Arizona,Feb 17 2020,0,0,N/A
Arizona,Feb 16 2020,0,0,N/A
Arizona,Feb 15 2020,0,0,N/A
Arizona,Feb 14 2020,0,0,N/A
Arizona,Feb 13 2020,0,0,N/A
Arizona,Feb 12 2020,0,0,N/A
Arizona,Feb 11 2020,0,0,N/A
Arizona,Feb 10 2020,0,0,N/A
Arizona,Feb  9 2020,0,0,N/A
Arizona,Feb  8 2020,0,0,N/A
Arizona,Feb  7 2020,0,0,N/A
Arizona,Feb  6 2020,0,0,N/A
Arizona,Feb  5 2020,0,0,N/A
Arizona,Feb  4 2020,0,0,N/A
Arizona,Feb  3 2020,0,0,N/A
Arizona,Feb  2 2020,0,0,N/A
Arizona,Feb  1 2020,0,0,N/A
Arizona,Jan 31 2020,0,0,N/A
Arizona,Jan 30 2020,0,0,N/A
Arizona,Jan 29 2020,0,0,N/A
Arizona,Jan 28 2020,0,0,N/A
Arizona,Jan 27 2020,0,0,N/A
Arizona,Jan 26 2020,1,0,N/A
Arizona,Jan 25 2020,0,0,N/A
Arizona,Jan 24 2020,0,0,N/A
Arizona,Jan 23 2020,0,0,N/A
